"LSOA21CD","RGN23NM","BSC_Blue_withgaps_withLondon","BSC_Blue_withgaps_noLondon","BSC_Blue_nogaps_withLondon","BSC_Blue_nogaps_noLondon","BSC_BlueProximate_withgaps_withLondon","BSC_BlueProximate_withgaps_noLondon","BSC_BlueProximate_nogaps_withLondon","BSC_BlueProximate_nogaps_noLondon","BGC_Blue_withgaps_withLondon","BGC_Blue_withgaps_noLondon","BGC_Blue_nogaps_withLondon","BGC_Blue_nogaps_noLondon","BGC_BlueProximate_withgaps_withLondon","BGC_BlueProximate_withgaps_noLondon","BGC_BlueProximate_nogaps_withLondon","BGC_BlueProximate_nogaps_noLondon"
"E01027688","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027689","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027690","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027691","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027692","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027694","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027695","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027696","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027697","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027698","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027699","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027700","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027703","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027704","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027705","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027706","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027707","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027708","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027709","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027710","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027711","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027712","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027713","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027714","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027715","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027716","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027717","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027718","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027719","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027720","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027721","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027722","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027723","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027724","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027725","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027726","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027727","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027728","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027729","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027730","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027731","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027732","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027733","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027734","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027735","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027737","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027738","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027739","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027740","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027741","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027743","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027745","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027746","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027747","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027748","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027749","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027751","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027752","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027753","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027756","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027758","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027759","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027761","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027762","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027765","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027766","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027767","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027768","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027769","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027770","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027771","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027772","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027774","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027775","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027776","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027777","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027778","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027779","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027780","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027781","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027782","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027783","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027784","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027786","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027787","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027788","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027790","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027791","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027792","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027793","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027794","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027795","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027796","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027797","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027798","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027799","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027800","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027801","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027802","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027803","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027804","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027805","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027806","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027807","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027808","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027809","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027810","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027811","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027812","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027813","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027814","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027815","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027816","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027817","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027818","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027819","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027820","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027821","Yorkshire and The Humber",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01027822","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027823","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"E01027824","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027825","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027826","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027827","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027828","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027829","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027830","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027833","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027834","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027835","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027836","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027837","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"E01027838","Yorkshire and The Humber",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01027839","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1
"E01027840","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027841","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027842","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027843","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027844","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027845","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027847","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027849","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027850","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027851","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027852","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027853","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027854","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027855","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027856","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027857","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027858","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027859","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027860","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027861","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027862","Yorkshire and The Humber",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"E01027863","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027864","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027865","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027866","Yorkshire and The Humber",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"E01027867","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027868","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027871","Yorkshire and The Humber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"E01027872","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027873","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027874","Yorkshire and The Humber",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"E01027875","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027876","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027877","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027878","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027879","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027880","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027881","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027882","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027883","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027884","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027885","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027886","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027887","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027888","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027889","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027890","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027891","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027892","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027893","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027894","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027895","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027896","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027897","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027899","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027900","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027901","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
"E01027902","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027903","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027904","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027906","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027907","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"E01027908","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027909","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027913","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"E01027914","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027915","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027916","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027918","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027919","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027920","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027921","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027922","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027923","Yorkshire and The Humber",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"E01027924","Yorkshire and The Humber",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"E01027925","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027926","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027927","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027928","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027930","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027932","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027933","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027934","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027935","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027936","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027937","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027938","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027939","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027940","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027941","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027942","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027943","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027944","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027945","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027946","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027947","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027948","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027949","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027950","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027951","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027952","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027953","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027954","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027955","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027956","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027957","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027958","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027959","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027960","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027961","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027962","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027963","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027964","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027965","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027966","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027967","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027968","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027969","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027970","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027971","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027972","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027973","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027974","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027975","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027976","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027977","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027978","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027979","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027980","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027981","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027982","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027983","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027984","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027985","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027986","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027987","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027988","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027989","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027990","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027991","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027992","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027993","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027994","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027995","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027996","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027997","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027998","East Midlands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01027999","East Midlands",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
